Make,Model,Year,Transmission Type,Color,Type,Location,Price
Mercedes-Benz,GLK-Class 350,2014,Automatic,Black,Foreign Used,"Abuja, Kubwa","₦ 17,500,000"
Lexus,RX,2013,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 25,000,000"
Toyota,Camry,2014,Automatic,Red,Local Used,"Lagos, Ogba","₦ 11,200,000"
Toyota,Tacoma TRD Off Road,2017,Automatic,Black,Foreign Used,"Abuja, Gwarinpa","₦ 45,000,000"
Mercedes-Benz,GLE-Class GLE 350 4MATIC,2020,Automatic,Blue,Foreign Used,"Lagos, Ojodu","₦ 88,500,000"
Toyota,Highlander Limited,2021,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 65,000,000"
Ford,Edge,2012,Automatic,Silver,Foreign Used,"Lagos, Ajah","₦ 14,000,000"
Toyota,Camry,2012,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 13,200,000"
Toyota,Camry,2012,Automatic,White,Local Used,"Abuja, Central Business District","₦ 11,500,000"
Mercedes-Benz,GLE-Class,2018,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 48,500,000"
Mercedes-Benz,CLA-Class CLA 250 4MATIC Sedan,2016,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 25,000,000"
Lexus,RX 350,2017,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 60,000,000"
Mercedes-Benz,C300,2012,Automatic,Gray,Foreign Used,"Lagos, Agege","₦ 14,500,000"
Toyota,RAV4 3.5 Limited 4x4,2010,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 14,950,000"
Toyota,Venza LE FWD V6,2013,Automatic,Black,Foreign Used,"Lagos, Ajah","₦ 20,500,000"
Mercedes-Benz,GLC-Class,2016,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 36,000,000"
Toyota,Highlander V6 AWD,2003,Automatic,Gold,Local Used,"Rivers, Port-Harcourt","₦ 4,900,000"
Lexus,ES 350 FWD,2014,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,500,000"
Lexus,GX,2013,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 34,000,000"
Mercedes-Benz,M Class ML 350 4Matic,2012,Automatic,Silver,Foreign Used,"Lagos, Maryland","₦ 26,000,000"
Toyota,Corolla,2016,Automatic,Blue,Foreign Used,"Lagos, Magodo","₦ 14,500,000"
Mercedes-Benz,GLE-Class GLE 350,2017,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 44,500,000"
Toyota,Fortuner,2020,Automatic,Black,Local Used,"Abuja, Kaura","₦ 44,900,000"
Mercedes-Benz,GLK-Class 350,2014,Automatic,Black,Foreign Used,"Abuja, Kubwa","₦ 17,500,000"
Lexus,RX 350 AWD,2009,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 13,850,000"
Mercedes-Benz,C300,2012,Automatic,Gray,Foreign Used,"Lagos, Agege","₦ 14,500,000"
Mercedes-Benz,M Class ML 350 BlueTEC 4Matic,2012,Automatic,White,Local Used,"Abuja, Lokogoma","₦ 22,000,000"
Toyota,Sequoia,2013,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 19,650,000"
Toyota,Sequoia,2010,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 17,500,000"
Mercedes-Benz,GLA 250,2015,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 26,900,000"
Toyota,Camry,2012,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 13,200,000"
Toyota,Camry,2012,Automatic,White,Local Used,"Abuja, Central Business District","₦ 11,500,000"
Mercedes-Benz,GLE-Class GLE 350 4MATIC,2020,Automatic,Blue,Foreign Used,"Lagos, Ojodu","₦ 88,500,000"
Toyota,Sequoia,2016,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 34,650,000"
Lexus,RX 330,2004,Automatic,Silver,Foreign Used,Imo,"₦ 12,500,000"
Lexus,ES,2014,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 23,500,000"
Lexus,GX 460 Luxury,2015,Automatic,Black,Local Used,"Lagos, Lekki","₦ 36,500,000"
Hyundai,Elantra,2014,Automatic,Silver,Foreign Used,"Lagos, Ilupeju","₦ 12,000,000"
Mercedes-Benz,GLC-Class,2016,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 36,000,000"
Mercedes-Benz,C300,2010,Automatic,Black,Local Used,"Lagos, Ajah","₦ 7,700,000"
Toyota,RAV4 3.5 Limited 4x4,2010,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 14,950,000"
Mercedes-Benz,M Class ML 350 4Matic,2012,Automatic,Silver,Foreign Used,"Lagos, Maryland","₦ 26,000,000"
Toyota,Highlander Limited,2021,Automatic,Black,Foreign Used,"Lagos, Ojodu","₦ 72,000,000"
Toyota,Venza,2013,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 23,000,000"
Honda,Civic,2015,Automatic,White,Foreign Used,"Lagos, Ilupeju","₦ 13,000,000"
Mercedes-Benz,C300,2012,Automatic,Black,Local Used,"Abuja, Gwarinpa","₦ 10,200,000"
Kia,K5,2022,Automatic,Black,Local Used,"Lagos, Magodo","₦ 26,500,000"
Toyota,Corolla,2015,Automatic,Beige,Foreign Used,"Lagos, Ikeja","₦ 16,000,000"
Mercedes-Benz,GLK-Class,2011,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 18,000,000"
Mercedes-Benz,M Class,2009,Automatic,Black,Foreign Used,"Edo, Benin City","₦ 14,300,000"
Lexus,RX,2004,Automatic,Gold,Foreign Used,"Lagos, Apapa","₦ 13,000,000"
Toyota,Sequoia,2010,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 17,500,000"
Toyota,C-HR Limited,2021,Automatic,White,Foreign Used,"Lagos, Ilupeju","₦ 32,000,000"
Land,Rover Range Rover Vogue,2016,Automatic,Black,Local Used,"Lagos, Ikoyi","₦ 41,500,000"
Toyota,Camry,2007,Automatic,Gray,Local Used,"Abuja, Garki 2","₦ 7,500,000"
Toyota,RAV4,2014,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 24,000,000"
Toyota,Camry,2016,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 18,800,000"
Lexus,GX 460 Luxury,2015,Automatic,Black,Local Used,"Lagos, Lekki","₦ 36,500,000"
Toyota,Camry,2018,Automatic,Silver,Foreign Used,"Abuja, Kado","₦ 33,000,000"
Lexus,ES 350,2011,Automatic,Gray,Foreign Used,"Lagos, Ikeja","₦ 14,500,000"
Honda,Civic,2014,Automatic,Blue,Foreign Used,"Lagos, Ilupeju","₦ 13,000,000"
Mercedes-Benz,GLK-Class 350,2014,Automatic,Black,Foreign Used,"Abuja, Kubwa","₦ 17,500,000"
Toyota,Camry,2008,Automatic,Red,Local Used,"Lagos, Ogba","₦ 5,720,000"
Toyota,RAV4 Limited,2008,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 11,800,000"
Toyota,Sequoia,2013,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 19,650,000"
Lexus,RX 350,2015,Automatic,Black,Foreign Used,"Lagos, Surulere","₦ 24,000,000"
Lexus,RX 350,2010,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 22,000,000"
Toyota,Camry,2013,Automatic,Red,Local Used,"Ogun, Abeokuta South","₦ 9,900,000"
Hyundai,Sonata Sport,2018,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 17,055,000"
Toyota,Camry,2018,Automatic,White,Foreign Used,"Lagos, Victoria Island","₦ 38,500,000"
Toyota,Land Cruiser Prado 2.7,2019,Automatic,Black,Local Used,"Lagos, Ikeja","₦ 18,000,000"
Toyota,RAV4,2014,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 24,000,000"
Lexus,GX 460 Premium,2013,Automatic,Black,Foreign Used,"Lagos, Agege","₦ 32,400,000"
Toyota,Camry,2016,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 18,800,000"
Toyota,4-Runner,2018,Automatic,Black,Foreign Used,"Lagos, Agege","₦ 44,900,000"
Ford,Maverick,2023,Automatic,Black,Foreign Used,"Lagos, Ilupeju","₦ 45,000,000"
Toyota,Tacoma,2011,Automatic,Silver,Local Used,"Abuja, Kaura","₦ 14,350,000"
Lexus,GX 460 Luxury,2017,Automatic,White,Foreign Used,"Lagos, Lekki","₦ 57,500,000"
Lexus,ES 350,2011,Automatic,Gray,Foreign Used,"Lagos, Ikeja","₦ 14,500,000"
Lexus,GX,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 52,000,000"
Toyota,Highlander,2008,Automatic,White,Foreign Used,"Lagos, Agege","₦ 17,200,000"
Mercedes-Benz,GLA 250,2015,Automatic,Purple,Foreign Used,"Lagos, Apapa","₦ 28,800,000"
Lexus,GX 460,2012,Automatic,Gray,Foreign Used,"Lagos, Lekki","₦ 41,000,000"
Lexus,RX 350,2013,Automatic,Black,Foreign Used,"Lagos, Ilupeju","₦ 28,000,000"
Ford,Edge,2011,Automatic,Brown,Foreign Used,"Lagos, Isolo","₦ 13,000,000"
Mercedes-Benz,GLE-Class GLE 350 4MATIC,2020,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 95,000,000"
Lexus,RX,2013,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 30,000,000"
Lexus,GX 460 Luxury,2015,Automatic,Black,Local Used,"Lagos, Lekki","₦ 36,500,000"
Toyota,RAV4 Limited,2008,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 11,800,000"
Mercedes-Benz,M Class,2014,Automatic,Black,Foreign Used,"Abuja, Jahi","₦ 32,000,000"
Hyundai,Tucson SE AWD,2017,Automatic,Red,Foreign Used,"Lagos, Ilupeju","₦ 21,000,000"
Lexus,RX 330,2005,Automatic,Blue,Local Used,"Lagos, Yaba","₦ 7,800,000"
Mercedes-Benz,C300,2014,Automatic,Black,Local Used,"Lagos, Ikeja","₦ 10,000,000"
Lexus,GX,2017,Automatic,White,Local Used,"Jigawa, Garki","₦ 39,800,000"
Mercedes-Benz,M Class,2014,Automatic,Brown,Foreign Used,"Lagos, Apapa","₦ 32,000,000"
Lexus,RX,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,000,000"
Toyota,Sequoia,2013,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 32,000,000"
Lexus,RX 350,2014,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,000,000"
Honda,Accord,2015,Automatic,Blue,Foreign Used,"Lagos, Ilupeju","₦ 15,000,000"
Toyota,Tacoma,2011,Automatic,Silver,Local Used,"Abuja, Kaura","₦ 14,350,000"
Ford,Edge,2012,Automatic,Burgundy,Foreign Used,"Lagos, Ikeja","₦ 10,000,000"
Lexus,RX 350 AWD,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 29,000,000"
Lexus,RX 350,2010,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 22,000,000"
Toyota,4-Runner Limited,2008,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 12,850,000"
Lexus,NX,2016,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 38,000,000"
Lexus,ES 350,2009,Automatic,Gold,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,800,000"
Toyota,Venza V6,2010,Automatic,Silver,Local Used,"Ogun, Abeokuta South","₦ 13,200,000"
Mercedes-Benz,C300,2014,Automatic,Black,Foreign Used,"Abuja, Kubwa","₦ 14,000,000"
Toyota,Camry,2009,Automatic,Blue,Local Used,"Oyo, Ibadan","₦ 6,250,000"
Toyota,Highlander,2008,Automatic,White,Foreign Used,"Lagos, Agege","₦ 17,200,000"
Toyota,Sequoia,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,500,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Lexus,ES 350 FWD,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 24,000,000"
Toyota,RAV4 2013,Matt,Automatic,Black,Foreign Used,"Lagos, Ilupeju","₦ 22,500,000"
Mercedes-Benz,Vaneo CDI 1.7 Trend,2004,Manual,Black,Foreign Used,"Abuja, Kubwa","₦ 3,700,000"
Toyota,Venza,2012,Automatic,Black,Foreign Used,"Lagos, Magodo","₦ 19,500,000"
Lexus,RX 350 AWD,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 29,000,000"
Lexus,RX 350,2011,Automatic,Gold,Foreign Used,"Lagos, Maryland","₦ 23,000,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Toyota,Highlander 4x4,2008,Automatic,Blue,Local Used,"Lagos, Yaba","₦ 9,800,000"
Lexus,RX,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 25,500,000"
Toyota,Avalon,2013,Automatic,Silver,Foreign Used,"Lagos, Ilupeju","₦ 19,500,000"
Honda,Civic,2021,Automatic,Black,Foreign Used,"Abuja, Wuse 2","₦ 23,500,000"
Toyota,Camry,2010,Automatic,White,Foreign Used,"Lagos, Surulere","₦ 10,500,000"
Toyota,Sequoia,2015,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 31,500,000"
Lexus,GX,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 52,000,000"
Toyota,Venza V6 AWD,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 18,800,000"
Lexus,ES 350 FWD,2013,Automatic,White,Foreign Used,"Lagos, Ojodu","₦ 22,500,000"
Toyota,Camry,2015,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 16,500,000"
Lexus,RX 350,2008,Automatic,Green,Local Used,"Ogun, Abeokuta South","₦ 9,700,000"
Ford,Escape,2013,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 14,000,000"
Toyota,Camry,2009,Automatic,Blue,Local Used,"Oyo, Ibadan","₦ 6,250,000"
Toyota,RAV4,2007,Automatic,White,Local Used,"Lagos, Ogba","₦ 7,500,000"
Lexus,ES 350,2011,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 12,500,000"
Lexus,RX 350 AWD,2012,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,700,000"
Toyota,Sequoia,2015,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 25,500,000"
Lexus,RX 350,2013,Automatic,Gray,Foreign Used,"Lagos, Ilupeju","₦ 28,000,000"
Mercedes-Benz,Vaneo CDI 1.7 Trend,2004,Manual,Black,Foreign Used,"Abuja, Kubwa","₦ 3,700,000"
Ford,Edge,2011,Automatic,Brown,Foreign Used,"Lagos, Isolo","₦ 13,000,000"
Lexus,RX 350 FWD,2014,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 26,500,000"
Mercedes-Benz,GLK-Class,2011,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 18,000,000"
Lexus,RX,2015,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 25,500,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2011,Automatic,Red,Foreign Used,"Lagos, Apapa","₦ 18,000,000"
Toyota,Tacoma,2009,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 16,000,000"
Lexus,RX 350 AWD,2013,Automatic,Black,Local Used,"Ogun, Abeokuta South","₦ 17,200,000"
Lexus,ES,2006,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 9,150,000"
New,Lexus RX,2022,Automatic,White,Brand New,"Abuja, Guzape District","₦ 72,000,000"
Lexus,RX 350,2014,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 24,500,000"
Lexus,RX 350,2011,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 19,500,000"
Toyota,Sequoia,2013,Automatic,Gold,Foreign Used,"Lagos, Apapa","₦ 17,650,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Mercedes-Benz,M Class,2014,Automatic,Brown,Foreign Used,"Lagos, Apapa","₦ 32,000,000"
Toyota,Venza,2010,Automatic,Gray,Local Used,"Ogun, Abeokuta South","₦ 12,400,000"
Lexus,LX 570 (5 seats) AWD,2016,Automatic,Gray,Foreign Used,"Lagos, Lekki","₦ 115,000,000"
Toyota,Corolla,2010,Automatic,White,Foreign Used,"Lagos, Lekki","₦ 12,000,000"
Lexus,RX 350,2011,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 20,500,000"
Lexus,ES 350 FWD,2013,Automatic,White,Foreign Used,"Lagos, Ojodu","₦ 22,500,000"
Mercedes-Benz,M Class,2014,Automatic,Black,Foreign Used,"Abuja, Jahi","₦ 32,000,000"
Mercedes-Benz,M Class ML 350 4Matic,2013,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 32,000,000"
Lexus,RX 330,2004,Automatic,Blue,Local Used,"Ogun, Abeokuta South","₦ 8,200,000"
Lexus,ES,2006,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 9,150,000"
Toyota,Sienna,2009,Automatic,Black,Local Used,"Lagos, Magodo","₦ 7,800,000"
Lexus,GX 470,2009,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 15,750,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2013,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 19,650,000"
Lexus,ES 350,2011,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 12,750,000"
Toyota,RAV4,2008,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 10,500,000"
Lexus,RX 350,2011,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 19,500,000"
Toyota,Highlander LE 4dr SUV (3.5L 6cyl 6A),2015,Automatic,White,Local Used,"Ogun, Abeokuta South","₦ 23,000,000"
Honda,Civic,2021,Automatic,Black,Foreign Used,"Abuja, Wuse 2","₦ 23,500,000"
BMW,325i,2006,Automatic,Gray,Local Used,"Abuja, Lokogoma","₦ 3,950,000"
Lexus,RX 350,2013,Automatic,Gray,Foreign Used,"Lagos, Ojodu","₦ 27,000,000"
Lexus,RX,2011,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 21,000,000"
Lexus,RX 350 AWD,2013,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 26,550,000"
Lexus,ES 350,2008,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 11,500,000"
Lexus,GX 460 Luxury,2014,Automatic,Brown,Foreign Used,"Lagos, Amuwo-Odofin","₦ 48,000,000"
Lexus,ES 350,2007,Automatic,Silver,Local Used,"Ogun, Abeokuta South","₦ 8,700,000"
Ford,Edge,2011,Automatic,Brown,Foreign Used,"Lagos, Isolo","₦ 13,000,000"
Toyota,Venza V6,2010,Automatic,Black,Foreign Used,"Lagos, Ogba","₦ 17,000,000"
Toyota,Land Cruiser,2012,Automatic,Black,Local Used,"Lagos, Ogba","₦ 28,500,000"
Toyota,Tundra,2018,Automatic,Brown,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Mercedes-Benz,GLC-Class,2016,Automatic,White,Foreign Used,"Lagos, Lekki","₦ 37,000,000"
Mercedes-Benz,GLC-Class,2017,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 45,000,000"
Toyota,Venza V6,2012,Automatic,Red,Local Used,"Ogun, Abeokuta South","₦ 13,700,000"
Toyota,Corolla,2009,Automatic,White,Local Used,"Abuja, Gwarinpa","₦ 8,700,000"
Toyota,Highlander,2016,Automatic,White,Foreign Used,"Lagos, Magodo","₦ 29,500,000"
Mini,Countryman,2011,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 20,000,000"
Lexus,RX 350 AWD,2017,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 52,000,000"
Lexus,RX 350 AWD,2015,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Lexus,RX 350,2009,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 14,000,000"
Toyota,RAV4,2015,Automatic,White,Foreign Used,"Lagos, Apapa","₦ 19,500,000"
Toyota,Camry,2013,Automatic,Silver,Foreign Used,"Ogun, Abeokuta South","₦ 13,200,000"
Land,Rover Range Rover Evoque,2017,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 38,500,000"
Toyota,Corolla,2016,Automatic,Silver,Foreign Used,"Oyo, Ibadan","₦ 13,500,000"
Lexus,LX 570 AWD,2014,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 55,000,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2012,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 18,500,000"
Mercedes-Benz,C300,2010,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,500,000"
Lexus,RX 350 AWD,2014,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 27,500,000"
Lexus,ES 350,2011,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,000,000"
Hyundai,Tucson,2019,Automatic,Gray,Foreign Used,"Lagos, Maryland","₦ 23,000,000"
Peugeot,RC,2012,Manual,White,Foreign Used,"Lagos, Ikeja","₦ 12,000,000"
Lexus,GX 460 Base,2017,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 54,000,000"
Lexus,RX 350,2008,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 13,650,000"
Lexus,ES 350,2010,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,500,000"
Lexus,ES 350,2008,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 12,500,000"
Toyota,Tacoma,2009,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 16,000,000"
Toyota,Venza V6,2012,Automatic,Black,Local Used,"Ogun, Abeokuta South","₦ 13,100,000"
Volkswagen,Beetle 2.5L Fender Edition,2013,Automatic,White,Foreign Used,"Lagos, Agege","₦ 12,600,000"
Ford,Focus,2012,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 8,850,000"
Honda,CR-V,2014,Automatic,Brown,Local Used,"Kaduna, Kaduna / Kaduna State","₦ 9,500,000"
Toyota,Corolla,2010,Automatic,Silver,Local Used,"Lagos, Ikoyi","₦ 5,900,000"
BMW,3 Series 325i RWD 2008,Matt,Automatic,Black,Local Used,"Delta, Warri","₦ 3,750,000"
Lexus,RX 400h,2006,Automatic,Blue,Local Used,"Ogun, Ado-Odo/Ota","₦ 6,000,000"
Mercedes-Benz,GLE-Class GLE 350 4MATIC,2020,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 98,500,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2010,Automatic,Silver,Foreign Used,"Lagos, Alimosho","₦ 16,600,000"
Toyota,Land Cruiser Prado 2.7 i,2012,Automatic,Black,Local Used,"Abuja, Kaura","₦ 29,500,000"
Lexus,ES,2013,Automatic,Black,Foreign Used,"Abuja, Central Business District","₦ 26,000,000"
Chevrolet,Camaro,2016,Automatic,Gold,Foreign Used,"Abuja, Asokoro","₦ 19,500,000"
Brabus,Rocket 900,2020,Automatic,White,Foreign Used,"Lagos, Ajah","₦ 650,000,000"
Toyota,Sienna XLE Limited,FWD,Automatic,2006,Local Used,"Lagos, Surulere","₦ 5,500,000"
Toyota,Sequoia,2008,Automatic,White,Local Used,"Lagos, Alimosho","₦ 9,000,000"
Toyota,Highlander Sport,2006,Automatic,Blue,Local Used,"Rivers, Port-Harcourt","₦ 4,350,000"
Toyota,Camry,2011,Automatic,White,Local Used,"Ogun, Abeokuta South","₦ 13,300,000"
Hyundai,Santa Fe,2010,Automatic,Silver,Foreign Used,"Lagos, Ojota","₦ 9,700,000"
Lexus,ES 350,2008,Automatic,Silver,Foreign Used,"Lagos, Ipaja","₦ 12,500,000"
Mercedes-Benz,GLA 250,2015,Automatic,Red,Local Used,"Lagos, Ajah","₦ 15,500,000"
Honda,Accord Crosstour EX-L,2012,Automatic,White,Local Used,"Lagos, Isolo","₦ 6,650,000"
Mercedes-Benz,GLC-Class,2018,Automatic,Black,Local Used,"Lagos, Lekki","₦ 35,000,000"
Toyota,Matrix,2006,Automatic,Black,Local Used,"Lagos, Ojodu","₦ 4,000,000"
Toyota,Camry,2013,Automatic,White,Foreign Used,"Ogun, Abeokuta South","₦ 12,600,000"
Toyota,Land Cruiser Prado 2.7 i,2012,Automatic,Black,Local Used,"Abuja, Kaura","₦ 29,500,000"
Lexus,GX 460,2010,Automatic,Black,Local Used,"Lagos, Ojodu","₦ 18,500,000"
Toyota,Highlander,2017,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 39,500,000"
Mercedes-Benz,GLE-Class AMG GLE 43 4MATIC,2016,Automatic,White,Foreign Used,"Lagos, Ajah","₦ 68,000,000"
Toyota,Corolla,2013,Automatic,Blue,Foreign Used,"Lagos, Apapa","₦ 12,000,000"
Mercedes-Benz,M Class,2014,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 26,000,000"
Mercedes-Benz,GLK-Class,2011,Automatic,Gray,Foreign Used,"Lagos, Apapa","₦ 18,000,000"
Suzuki,Sx4 1.6 Hatchback Petrol AWD,2007,Automatic,Blue,Foreign Used,"Lagos, Maryland","₦ 7,800,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2010,Automatic,Silver,Foreign Used,"Lagos, Ikeja","₦ 16,850,000"
Toyota,Corolla,2013,Automatic,Gray,Foreign Used,"Lagos, Amuwo-Odofin","₦ 12,500,000"
Mercedes-Benz,GLK-Class 350 4MATIC,2014,Automatic,Brown,Foreign Used,"Lagos, Amuwo-Odofin","₦ 22,000,000"
Mercedes-Benz,GLC-Class,2018,Automatic,Black,Foreign Used,"Lagos, Apapa","₦ 40,000,000"
Lexus,ES 350,2011,Automatic,Silver,Foreign Used,"Lagos, Amuwo-Odofin","₦ 14,000,000"
Mercedes-Benz,GLA-Class,2017,Automatic,Blue,Foreign Used,"Lagos, Amuwo-Odofin","₦ 30,000,000"
Mercedes-Benz,GLE-Class AMG GLE 53 4MATIC,2021,Automatic,Black,Foreign Used,"Lagos, Lekki","₦ 180,000,000"
Toyota,Camry,2012,Automatic,Black,Foreign Used,"Lagos, Alimosho","₦ 12,550,000"
Toyota,Corolla,2010,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,650,000"
Lexus,ES,2004,Automatic,Gold,Local Used,"Oyo, Ibadan","₦ 5,000,000"
Toyota,Highlander 4x4,2008,Automatic,Blue,Local Used,"Lagos, Yaba","₦ 9,800,000"
Lexus,GX 470,2009,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 15,750,000"
Lexus,ES,2012,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 14,500,000"
Lexus,NX,2016,Automatic,White,Foreign Used,"Lagos, Ikeja","₦ 38,000,000"
Honda,Accord Crosstour EX-L,2012,Automatic,White,Foreign Used,"Lagos, Alimosho","₦ 12,100,000"
Hyundai,Sonata,2015,Automatic,Red,Foreign Used,"Abuja, Kubwa","₦ 12,850,000"
Toyota,Corolla,2010,Automatic,Black,Foreign Used,"Lagos, Amuwo-Odofin","₦ 11,650,000"
Lexus,GX 470,2008,Automatic,White,Foreign Used,"Lagos, Amuwo-Odofin","₦ 15,550,000"
Lexus,ES 350,2009,Automatic,Silver,Foreign Used,"Lagos, Apapa","₦ 11,000,000"
Toyota,Corolla LE,2022,Automatic,Black,Foreign Used,"Lagos, Ikeja","₦ 27,000,000"
